,0
10572,253319
10573,248909
10574,135732
10575,171620
10576,313349
10577,329529
10578,305865
10579,331573
10580,50764
10581,241760
10582,338763
10583,4011
10584,43332
10585,6399
10586,324344
10587,355850
10588,16142
10589,2457
10590,3807
10591,944
10592,152115
10593,8328
10594,270350
10595,81826
10596,281020
10597,7840
10598,197071
10599,7750
10600,176678
10601,68816
10602,115976
10603,12604
10604,257307
10605,295254
10606,8737
10607,170195
10608,247294
10609,12252
10610,126404
10611,244502
10612,36661
10613,11706
10614,1898
10615,274735
10616,346467
10617,2412
10618,251832
10619,233590
10620,189663
10621,20528
10622,244026
10623,317367
10624,341315
10625,484
10626,245371
10627,329812
10628,54457
10629,169368
10630,11694
10631,26697
10632,136229
10633,2226
10634,163255
10635,56690
10636,193193
10637,40251
10638,292971
10639,243940
10640,294
10641,272889
10642,178349
10643,1575
10644,201281
10645,295694
10646,177245
10647,262770
10648,348463
10649,4914
10650,171133
10651,225084
10652,311004
10653,2199
10654,257957
10655,182409
10656,205419
10657,189154
10658,9200
10659,287608
10660,9356
10661,64080
10662,208887
10663,309545
10664,188021
10665,175230
10666,180050
10667,15156
10668,43136
10669,81691
10670,768
10671,238407
10672,3901
10673,127333
10674,16466
10675,138966
10676,263051
10677,4366
10678,217447
10679,366756
10680,20122
10681,10829
10682,268962
10683,130548
10684,177142
10685,361240
10686,4020
10687,276780
10688,351991
10689,193697
10690,43023
10691,335872
10692,192023
10693,5479
10694,188051
10695,316113
10696,9104
10697,333136
10698,254415
10699,288276
10700,221977
10701,254427
10702,341362
10703,255702
10704,339222
10705,194387
10706,101118
10707,251083
10708,26747
10709,227505
10710,42748
10711,254394
10712,84913
10713,35219
10714,337117
10715,16149
10716,159633
10717,180644
10718,88950
10719,96765
10720,2918
10721,24764
10722,10262
10723,171775
10724,300298
10725,122701
10726,310371
10727,9858
10728,230040
10729,281516
10730,326985
10731,298678
10732,273519
10733,216630
10734,188908
10735,22600
10736,169926
10737,18963
10738,279581
10739,581
10740,254135
10741,72131
10742,218503
10743,32150
10744,285792
10745,5997
10746,23848
10747,4375
10748,10269
10749,63951
10750,208995
10751,164590
10752,3749
10753,63161
10754,368061
10755,148000
10756,19009
10757,174975
10758,2088
10759,206798
10760,3070
10761,312372
10762,1300
10763,185344
10764,312626
10765,10234
10766,286656
10767,136606
10768,63052
10769,40411
10770,362477
10771,198670
10772,182801
10773,291008
10774,317910
10775,355737
10776,679
10777,17075
10778,26919
10779,263312
10780,334278
10781,18056
10782,224119
10783,2392
10784,24028
10785,5023
10786,206074
10787,204755
10788,285110
10789,125368
10790,286147
10791,119265
10792,18881
10793,6381
10794,9117
10795,225303
10796,127096
10797,367476
10798,2947
10799,217404
10800,231683
10801,2366
10802,328478
10803,38680
10804,643
10805,348065
10806,159011
10807,143323
10808,260131
10809,352981
10810,145470
10811,194229
10812,262806
10813,4359
10814,365647
10815,5239
10816,13978
10817,364042
10818,42101
10819,174959
10820,95756
10821,28738
10822,5830
10823,316322
10824,255381
10825,314252
10826,336195
10827,136089
10828,25453
10829,346623
10830,113656
10831,10346
10832,349692
10833,332420
10834,20829
10835,11978
10836,287411
10837,294788
10838,199418
10839,221677
10840,255272
10841,2121
10842,236803
10843,140865
10844,139807
10845,315289
10846,234451
10847,3627
10848,38578
10849,5279
10850,284949
10851,232827
10852,245384
10853,94615
10854,108012
10855,83
10856,296570
10857,347748
10858,1551
10859,338353
10860,179548
10861,235697
10862,147400
10863,192346
10864,219
10865,351652
10866,9504
10867,129735
10868,192668
10869,329533
10870,128154
10871,266936
10872,280282
10873,369084
10874,565
10875,364266
10876,3590
10877,273336
10878,176070
10879,5146
10880,4343
10881,318551
10882,228101
10883,131321
10884,108341
10885,289427
10886,252277
10887,330478
10888,345863
10889,70096
10890,242879
10891,123370
10892,6270
10893,25687
10894,122327
10895,223454
10896,85563
10897,369862
10898,166210
10899,356296
10900,383
10901,211808
10902,137958
10903,27363
10904,34403
10905,37345
10906,4236
10907,73361
10908,5752
10909,358669
10910,342927
10911,129417
10912,345894
10913,37931
10914,25
10915,376683
10916,125854
10917,35003
10918,3313
10919,188997
10920,9044
10921,163798
10922,224013
10923,184477
10924,3751
10925,138589
10926,277475
10927,39278
10928,150605
10929,70767
10930,10534
10931,5988
10932,344050
10933,149621
10934,271275
10935,361637
10936,366782
10937,141467
10938,130229
10939,20586
10940,224108
10941,30102
10942,203408
10943,40962
10944,179794
10945,294609
10946,487
10947,39095
10948,116860
10949,161290
10950,24122
10951,290
10952,3162
10953,13676
10954,42255
10955,225800
10956,6038
10957,216224
10958,295483
10959,6700
10960,32469
10961,20774
10962,6813
10963,68387
10964,24230
10965,203710
10966,242616
10967,131788
10968,174252
10969,38204
10970,176633
10971,330401
10972,11465
10973,351810
10974,25142
10975,55835
10976,15990
10977,285536
10978,283216
10979,174991
10980,266844
10981,3860
10982,140594
10983,39067
10984,239682
10985,224986
10986,31378
10987,171351
10988,206
10989,320862
10990,7609
10991,217197
10992,2672
10993,33196
10994,148730
10995,103883
10996,340898
10997,332621
10998,171950
10999,77034
11000,359758
11001,55315
11002,41123
11003,263421
11004,7739
11005,1150
11006,206450
11007,8944
11008,1804
11009,348503
11010,1337
11011,163319
11012,183
11013,11030
11014,103752
11015,237800
11016,257204
11017,286064
11018,93563
11019,4125
11020,39426
11021,172382
11022,36659
11023,349918
11024,2879
11025,160664
11026,35425
11027,278784
11028,8751
11029,2427
11030,204577
11031,349042
11032,334583
11033,267506
11034,23329
11035,336791
11036,27613
11037,7636
11038,143255
11039,2095
11040,31586
11041,22297
11042,63011
11043,292684
11044,308354
11045,1620
11046,234972
11047,158589
11048,109143
11049,129751
11050,170344
11051,319736
11052,267182
11053,2194
11054,2965
11055,177053
11056,142903
11057,315976
11058,262141
11059,97655
11060,17073
11061,361214
11062,193
11063,353326
11064,254157
11065,28060
11066,24693
11067,72083
11068,166888
11069,38400
11070,177061
11071,2773
11072,193831
11073,258160
11074,30287
11075,337726
11076,271270
11077,4178
11078,353289
11079,5491
11080,2087
11081,292509
11082,263996
11083,299159
11084,366166
11085,300076
11086,29376
11087,7538
11088,99976
11089,26620
11090,3794
11091,264685
11092,182064
11093,179723
11094,296514
11095,6942
11096,41054
11097,191901
11098,264205
11099,155314
11100,120547
11101,322809
11102,107649
11103,47125
11104,239847
11105,197528
11106,31926
11107,187420
11108,40830
11109,332943
11110,368432
11111,251026
11112,244586
11113,117707
11114,7475
11115,342703
11116,320677
11117,335451
11118,214879
11119,340598
11120,304666
11121,249882
11122,4671
11123,136240
11124,209283
11125,297702
11126,9439
11127,202204
11128,264970
11129,292487
11130,91943
11131,270685
11132,179929
11133,7749
11134,152471
11135,176458
11136,35305
11137,242742
11138,606
11139,258761
11140,2875
11141,340465
11142,249677
11143,266940
11144,99698
11145,31547
11146,220707
11147,147168
11148,174013
11149,334599
11150,39704
11151,17623
11152,111999
11153,1773
11154,91438
11155,126313
11156,192924
11157,312965
11158,477
11159,359318
11160,26305
11161,146937
11162,41185
11163,309600
11164,5182
11165,233783
11166,2736
11167,311191
11168,745
11169,34696
11170,371431
11171,85633
11172,7503
11173,256831
11174,253318
11175,6041
11176,348972
11177,1420
11178,194777
11179,134804
11180,143509
11181,337167
11182,11283
11183,89880
11184,4254
11185,175496
11186,263085
11187,359238
11188,36366
11189,205346
11190,344402
11191,324458
11192,2334
11193,149618
11194,151684
11195,13493
11196,317430
11197,26999
11198,340773
11199,286939
11200,86919
11201,30022
11202,11542
11203,358094
11204,6732
11205,60035
11206,129309
11207,49396
11208,509
11209,33040
11210,320559
11211,298607
11212,39663
11213,23284
11214,129307
11215,4816
11216,346296
11217,38437
11218,7752
11219,20467
11220,241761
11221,314376
11222,36789
11223,299453
11224,370597
11225,131387
11226,9685
11227,454
11228,4500
11229,25312
11230,9150
11231,124548
11232,114871
11233,253512
11234,74678
11235,6770
11236,49400
11237,178
11238,2350
11239,307044
11240,216220
11241,97093
11242,169102
11243,155203
11244,273164
11245,297673
11246,2025
11247,291334
11248,2986
11249,259710
11250,67910
11251,31336
11252,315291
11253,231035
11254,271774
11255,1578
11256,12269
11257,297897
11258,303635
11259,40455
11260,127989
11261,233969
11262,42617
11263,218610
11264,34444
11265,263301
11266,29126
11267,23387
11268,687
11269,197783
11270,1367
11271,203845
11272,367522
11273,4977
11274,366463
11275,192762
11276,3063
11277,244584
11278,4960
11279,220675
11280,167
11281,122236
11282,255586
11283,140682
11284,7033
11285,174688
11286,7638
11287,86542
11288,702
11289,285789
11290,5637
11291,11278
11292,6405
11293,72200
11294,350992
11295,130922
11296,148745
11297,125675
11298,2546
11299,184800
11300,157528
11301,25344
11302,207
11303,225603
11304,21915
11305,293878
11306,74311
11307,162191
11308,264326
11309,165633
11310,103830
11311,294810
11312,35457
11313,57139
11314,258287
11315,330964
11316,5488
11317,1590
11318,16271
11319,93138
11320,293836
11321,234946
11322,9782
11323,343745
11324,11708
11325,243964
11326,6847
11327,1387
11328,3641
11329,231812
11330,344117
11331,88246
11332,11730
11333,12900
11334,120814
11335,1974
11336,362965
11337,291563
11338,193240
11339,245700
11340,218491
11341,4919
11342,130008
11343,362505
11344,232242
11345,229244
11346,4141
11347,130600
11348,324641
11349,8307
11350,49392
11351,10096
11352,346702
11353,232210
11354,5990
11355,7278
11356,32907
11357,292490
11358,146034
11359,11002
11360,230966
11361,18266
11362,199882
11363,62809
11364,312243
11365,89918
11366,73363
11367,10245
11368,80044
11369,134631
11370,371077
11371,150049
11372,3576
11373,4087
11374,348939
11375,2180
11376,127883
11377,20432
11378,172012
11379,108080
11380,26372
11381,178958
11382,21991
11383,201416
11384,271756
11385,293981
11386,245223
11387,359974
11388,3594
11389,218824
11390,270513
11391,312346
11392,361918
11393,180421
11394,226789
11395,227563
11396,355326
11397,158751
11398,156062
11399,243599
11400,331408
11401,64777
11402,136279
11403,145675
11404,192891
11405,266129
11406,346094
11407,195547
11408,5656
11409,270140
11410,194400
11411,26047
11412,230967
11413,33156
11414,332886
11415,12054
11416,285166
11417,309319
11418,12957
11419,267246
11420,321699
11421,136910
11422,525
11423,344339
11424,308862
11425,296044
11426,204281
11427,754
11428,82702
11429,367194
11430,231878
11431,229708
11432,102151
11433,4016
11434,168752
11435,207347
11436,268134
11437,246508
11438,169795
11439,218465
11440,351956
11441,335446
11442,204576
11443,315671
11444,370687
11445,280897
11446,118732
11447,133
11448,6721
11449,94837
11450,77076
11451,227254
11452,198541
11453,192345
11454,56641
11455,150138
11456,303812
11457,173074
11458,232437
11459,292394
11460,321047
11461,148375
11462,2080
11463,295788
11464,13553
11465,282530
11466,239938
11467,10916
11468,333481
11469,9192
11470,154645
11471,337255
11472,88006
11473,131457
11474,148381
11475,261985
11476,347600
11477,131933
11478,1924
11479,17816
11480,79
11481,2138
11482,176936
11483,181244
11484,25993
11485,255396
11486,64331
11487,264242
11488,288098
11489,148557
11490,137498
11491,151936
11492,2963
11493,137912
11494,56604
11495,279328
11496,6374
11497,172235
11498,311894
11499,178335
11500,85332
11501,51429
11502,13645
11503,308305
11504,128794
11505,7993
11506,247643
11507,263736
11508,141734
11509,326998
11510,20906
11511,326727
11512,143674
11513,26233
11514,1986
11515,990
11516,192201
11517,148209
11518,180355
11519,228713
11520,665
11521,271045
11522,253564
11523,339741
11524,11514
11525,241
11526,5818
11527,8671
11528,276416
11529,142645
11530,359011
11531,27945
11532,227026
11533,5475
11534,231644
11535,64735
11536,188196
11537,31803
11538,41311
11539,92838
11540,255255
11541,94949
11542,24209
11543,7228
11544,90274
11545,1477
11546,73655
11547,260922
11548,158268
11549,103975
11550,367295
11551,308566
11552,144416
11553,17821
11554,4328
11555,31021
11556,7623
11557,211146
11558,147563
11559,314542
11560,351972
11561,229241
11562,356825
11563,24118
11564,286295
11565,170390
11566,9086
11567,4802
11568,115105
11569,69316
11570,25618
11571,53723
11572,176306
11573,114386
11574,11988
11575,285
11576,356485
11577,16105
11578,5923
11579,194388
11580,193278
11581,1246
11582,178835
11583,225526
11584,343696
11585,298130
11586,182259
11587,210414
11588,331699
11589,2277
11590,358607
11591,3625
11592,118452
11593,194234
11594,55842
11595,247034
11596,23258
11597,193700
11598,1101
11599,4293
11600,142988
11601,211533
11602,1598
11603,342251
11604,5383
11605,274152
11606,49399
11607,345520
11608,13779
11609,322739
11610,39290
11611,120033
11612,308386
11613,8354
11614,276832
11615,99042
11616,206068
11617,102346
11618,360552
11619,346677
11620,244166
11621,261160
11622,9238
11623,27042
11624,247316
11625,232732
11626,313776
11627,199913
11628,2559
11629,3670
11630,7253
11631,156722
11632,84783
11633,168653
11634,327295
11635,284600
11636,193122
11637,5822
11638,13212
11639,209773
11640,13647
11641,335
11642,346553
11643,146387
11644,238506
11645,16793
11646,6826
11647,18867
11648,312182
11649,300757
11650,361211
11651,204504
11652,361259
11653,269205
11654,277629
11655,262262
11656,67339
11657,243780
11658,220276
11659,148494
11660,321499
11661,139
11662,297478
11663,284430
11664,149970
11665,348072
11666,104780
11667,25617
11668,169925
11669,207486
11670,105864
11671,284785
11672,295020
11673,343350
11674,235494
11675,254759
11676,304434
11677,285125
11678,170568
11679,230570
11680,252323
11681,35452
11682,26250
11683,299074
11684,363351
11685,274230
11686,12538
11687,310968
11688,1699
11689,64583
11690,205877
11691,2510
11692,235252
11693,129311
11694,257273
11695,3359
11696,284072
11697,255291
11698,16369
11699,64896
11700,209095
11701,12139
11702,100795
11703,72340
11704,30023
11705,4917
11706,197321
11707,234511
11708,229540
11709,36911
11710,137789
11711,18776
11712,66809
11713,6909
11714,6993
11715,203029
11716,180202
11717,131060
11718,137173
11719,1792
11720,8707
11721,369483
11722,118953
11723,7779
11724,41149
11725,344400
11726,173374
11727,113301
11728,122831
11729,10102
11730,252314
11731,227582
11732,149296
11733,1943
11734,175327
11735,16415
11736,274127
11737,234314
11738,16674
11739,254923
11740,255712
11741,284987
11742,11973
11743,140613
11744,118688
11745,16972
11746,1940
11747,246534
11748,309721
11749,8140
11750,160434
11751,39976
11752,5483
11753,16030
11754,387
11755,148282
11756,353401
11757,2480
11758,226616
11759,85340
11760,246147
11761,270110
11762,315219
11763,233070
11764,50862
11765,143023
11766,259962
11767,54541
11768,324884
11769,157002
11770,20441
11771,134596
11772,352454
11773,130042
11774,240921
11775,348581
11776,6476
11777,369162
11778,362693
11779,128927
11780,8666
11781,14387
11782,8986
11783,270913
11784,5929
11785,647
11786,216282
11787,357485
11788,177566
11789,62343
11790,234378
11791,268248
11792,189628
11793,68947
11794,275912
11795,342135
11796,147920
11797,145766
11798,347811
11799,260348
11800,56342
11801,369869
11802,349194
11803,103039
11804,280994
11805,8508
11806,154633
11807,11284
11808,33541
11809,330560
11810,164059
11811,428
11812,163601
11813,209716
11814,205439
11815,161682
11816,295449
11817,280999
11818,318702
11819,75644
11820,19161
11821,172844
11822,344933
11823,178030
11824,36616
11825,140743
11826,173784
11827,245598
11828,284587
11829,49394
11830,26686
11831,310578
11832,241478
11833,259551
11834,257722
11835,2215
11836,7377
11837,344118
11838,153839
11839,378013
11840,323
11841,17041
11842,24525
11843,2554
11844,369384
11845,287680
11846,313352
11847,10889
11848,57368
11849,41247
11850,4964
11851,37592
11852,240143
11853,170043
11854,67421
11855,284981
11856,163040
11857,1218
11858,17235
11859,202652
11860,29
11861,360056
11862,132532
11863,8537
11864,193696
11865,31053
11866,10564
11867,11756
11868,317288
11869,95364
11870,41585
11871,2240
11872,233085
11873,16325
11874,29138
11875,8736
11876,218996
11877,11997
11878,320097
11879,141430
11880,109657
11881,111866
11882,23733
11883,4842
11884,363252
11885,8509
11886,17557
11887,345918
11888,245060
11889,271645
11890,148050
11891,60464
11892,3034
11893,98261
11894,187959
11895,10246
11896,27480
11897,331947
11898,147681
11899,18310
11900,769
11901,21685
11902,113937
11903,20379
11904,139390
11905,6750
11906,297374
11907,222798
11908,347755
11909,42881
11910,187032
11911,12369
11912,226643
11913,89575
11914,37491
11915,174552
11916,57691
11917,67891
11918,131416
11919,341402
11920,158752
11921,354342
11922,213491
11923,327386
11924,351527
11925,205080
11926,279556
11927,368173
11928,197633
11929,51250
11930,201307
11931,38187
11932,25299
11933,67251
11934,14553
11935,5467
11936,88922
11937,33048
11938,145915
11939,425
11940,208323
11941,18311
11942,370166
11943,151224
11944,365037
11945,94493
11946,192324
11947,360700
11948,290722
11949,182593
11950,8626
11951,296113
11952,685
11953,3241
11954,12126
11955,199611
11956,12451
11957,4031
11958,344841
11959,209741
11960,6009
11961,8036
11962,1161
11963,293046
11964,5389
11965,17482
11966,203265
11967,41019
11968,38499
11969,228550
11970,151016
11971,11646
11972,228509
11973,154742
11974,258457
11975,260704
11976,196122
11977,357992
11978,243581
11979,204201
11980,328535
11981,16957
11982,260592
11983,2405
11984,5155
11985,285127
11986,312738
11987,343067
11988,348874
11989,25760
11990,278413
11991,335017
11992,288933
11993,41032
11994,1594
11995,368557
11996,23954
11997,94746
11998,47484
11999,253320
12000,3138
12001,172493
12002,301662
12003,38266
12004,161109
12005,153802
12006,335130
12007,40005
12008,271036
12009,315021
12010,7934
12011,103783
12012,67631
12013,16110
12014,172543
12015,218
12016,202617
12017,207653
12018,39020
12019,10268
12020,264656
12021,246315
12022,5835
12023,198328
12024,38562
12025,94822
12026,3459
12027,350764
12028,107917
12029,3054
12030,183452
12031,365369
12032,40385
12033,272767
12034,23818
12035,331390
12036,19544
12037,42897
12038,287038
12039,38755
12040,4294
12041,280979
12042,8352
12043,250291
12044,7487
12045,3219
12046,8196
12047,9161
12048,264318
12049,192355
12050,313064
12051,13928
12052,334784
12053,289055
12054,279056
12055,35306
12056,7447
12057,9143
12058,1530
12059,940
12060,299594
12061,312911
12062,248737
12063,200500
12064,140693
12065,18687
12066,233261
12067,157815
12068,71035
12069,300023
12070,27813
12071,291549
12072,1305
12073,33875
12074,171978
12075,99120
12076,290025
12077,37731
12078,92188
12079,247952
12080,195450
12081,296108
12082,32466
12083,193792
12084,143073
12085,299690
12086,32820
12087,5900
12088,369519
12089,122599
12090,231972
12091,241805
12092,1288
12093,94116
12094,313935
12095,8037
12096,359515
12097,266102
12098,49397
12099,324885
12100,335541
12101,296363
12102,206202
12103,248332
12104,195477
12105,236881
12106,26855
12107,245090
12108,8727
12109,152174
12110,270699
12111,14781
12112,280856
12113,27624
12114,292333
12115,192623
12116,57037
12117,226264
12118,35654
12119,8160
12120,353196
12121,23378
12122,8258
12123,8643
12124,107372
12125,268185
12126,148074
12127,122961
12128,5993
12129,31605
12130,269466
12131,107463
12132,256620
12133,123406
12134,217890
12135,34255
12136,331056
12137,5694
12138,243697
12139,256940
12140,177698
12141,29848
12142,366397
12143,3309
12144,220861
12145,204314
12146,1716
12147,7640
12148,4276
12149,351666
12150,5864
12151,365453
12152,8351
12153,4970
12154,40773
12155,7243
12156,369993
12157,369301
12158,256911
12159,270680
12160,368413
12161,15383
12162,197944
12163,205790
12164,167552
12165,3843
12166,168265
12167,153757
12168,5001
12169,120509
12170,73253
12171,358805
12172,244966
12173,7966
12174,322168
12175,329546
12176,302840
12177,337638
12178,218453
12179,1760
12180,317313
12181,169555
12182,248673
12183,323882
12184,370391
12185,275158
12186,85857
12187,6470
12188,36612
12189,224992
12190,257960
12191,174046
12192,256769
12193,233149
12194,10890
12195,180598
12196,20120
12197,4084
12198,890
12199,286549
12200,4215
12201,1013
12202,329293
12203,337755
12204,184462
12205,204764
12206,67084
12207,3826
12208,3251
12209,282255
12210,297570
12211,147009
12212,11889
12213,163481
12214,19904
12215,12211
12216,6
12217,17239
12218,3603
12219,340473
12220,340292
12221,11287
12222,293387
12223,186624
12224,187383
12225,226619
12226,12067
12227,161706
12228,361639
12229,33984
12230,257316
12231,15678
12232,346995
12233,226115
12234,297139
12235,294231
12236,335492
12237,12263
12238,365653
12239,10300
12240,231477
12241,74987
12242,2153
12243,37444
12244,160592
12245,3973
12246,101463
12247,87428
12248,16456
12249,10551
12250,21072
12251,173462
12252,126550
12253,33225
12254,175627
12255,245446
12256,219783
12257,211962
12258,1744
12259,162012
12260,93472
12261,319921
12262,10310
12263,56943
12264,20000
12265,189890
12266,7941
12267,311702
12268,35311
12269,15275
12270,273005
12271,170298
12272,22111
12273,352263
12274,195456
12275,306348
12276,243231
12277,3377
12278,11412
12279,42660
12280,104063
12281,69105
12282,351869
12283,177844
12284,285970
12285,339742
12286,260937
12287,40823
12288,117992
12289,184712
12290,235467
12291,11632
12292,2706
12293,35665
12294,239883
12295,8742
12296,249730
12297,204802
12298,125061
12299,324459
12300,75587
12301,8362
12302,277035
12303,194102
12304,182499
12305,124759
12306,8758
12307,358561
12308,193161
12309,11132
12310,319902
12311,25841
12312,10230
12313,221122
12314,6215
12315,28389
12316,283848
12317,311823
12318,11699
12319,185456
12320,126340
12321,216895
12322,81297
12323,148586
12324,14441
12325,189427
12326,1815
12327,20081
12328,325704
12329,42641
12330,22476
12331,72242
12332,262479
12333,351765
12334,11821
12335,645
12336,38772
12337,11179
12338,293728
12339,10995
12340,172325
12341,375440
12342,197635
12343,5541
12344,19418
12345,207290
12346,127648
12347,316290
12348,342547
12349,191288
12350,256391
12351,176013
12352,247135
12353,144460
12354,22758
12355,130907
12356,266756
12357,60280
12358,88316
12359,206464
12360,373828
12361,1970
12362,254743
12363,207796
12364,225235
12365,11764
12366,176466
12367,163983
12368,139236
12369,2809
12370,244738
12371,138973
12372,74312
12373,215614
12374,325545
12375,272598
12376,292507
12377,328365
12378,257967
12379,1697
12380,89912
12381,316850
12382,93733
12383,256380
12384,153479
12385,250963
12386,187488
12387,235841
12388,76352
12389,81698
12390,323352
12391,218666
12392,158093
12393,371138
12394,65061
12395,268899
12396,62709
12397,3035
12398,313439
12399,161726
12400,177482
12401,355801
12402,143131
12403,283073
12404,358246
12405,22399
12406,271090
12407,705
12408,2235
12409,365983
12410,212687
12411,220478
12412,271522
12413,108832
12414,3100
12415,11293
12416,322815
12417,7058
12418,314017
12419,224152
12420,312675
12421,182410
12422,279886
12423,3513
12424,12168
12425,235513
12426,275188
12427,573
12428,357316
12429,257766
12430,3404
12431,282863
12432,238355
12433,1396
12434,78093
12435,312633
12436,5481
12437,340348
12438,1907
12439,3022
12440,282081
12441,97433
12442,42415
12443,291183
12444,179918
12445,4120
12446,132229
12447,238065
12448,230548
12449,284261
12450,368017
12451,18699
12452,321713
12453,296321
12454,235927
12455,360480
12456,22406
12457,319365
12458,138016
12459,309341
12460,146762
12461,336946
12462,110336
12463,154982
12464,27948
12465,180295
12466,3147
12467,3727
12468,8355
12469,297735
12470,262626
12471,161885
12472,270113
12473,287611
12474,4332
12475,8651
12476,292464
12477,148047
12478,186695
12479,129310
12480,181476
12481,266003
12482,297663
12483,166019
12484,154274
12485,85243
12486,8049
12487,354425
12488,217977
12489,168082
12490,207378
12491,278484
12492,214213
12493,158891
12494,30684
12495,8109
12496,142980
12497,261316
12498,282055
12499,200371
12500,40766
12501,181955
12502,219622
12503,85899
12504,255020
12505,28553
12506,1651
12507,12040
12508,8538
12509,263809
12510,359082
12511,155257
12512,8179
12513,55250
12514,11964
12515,8356
12516,244162
12517,248927
12518,298376
12519,283805
12520,313274
12521,256962
12522,11957
12523,274445
12524,13926
12525,355
12526,22901
12527,133620
12528,301576
12529,235328
12530,6638
12531,339647
12532,107703
12533,164279
12534,10971
12535,3051
12536,299928
12537,17691
12538,129013
12539,32465
12540,22182
12541,244203
12542,276107
12543,10301
12544,37683
12545,1177
12546,311828
12547,351581
12548,142417
12549,298608
12550,163482
12551,109019
12552,742
12553,5935
12554,205072
12555,161849
12556,176478
12557,8410
12558,3270
12559,140796
12560,42789
12561,367642
12562,3925
12563,27359
12564,233364
12565,217884
12566,160396
12567,163908
12568,132601
12569,161600
12570,338006
12571,38830
12572,208663
12573,211810
12574,369146
12575,244909
12576,183405
12577,206802
12578,345626
12579,322624
12580,363718
12581,284821
12582,310301
12583,97432
12584,335736
12585,118330
12586,198005
12587,38886
12588,293875
12589,200959
12590,1991
12591,316288
12592,18127
12593,504
12594,148528
12595,196612
12596,183401
12597,121995
12598,70222
12599,102940
12600,220843
12601,323903
12602,258137
12603,360328
12604,104376
12605,209452
12606,13980
12607,371688
12608,344629
12609,26840
12610,235991
12611,2285
12612,135194
12613,254938
12614,288254
12615,357890
12616,274688
12617,192637
12618,319992
12619,68227
12620,275817
12621,229957
12622,240002
12623,244428
12624,200632
12625,57937
12626,243530
12627,227794
12628,224478
12629,195179
12630,38929
12631,370193
12632,356842
12633,342636
12634,225908
12635,287946
12636,690
12637,233962
12638,114139
12639,13667
12640,372197
12641,361540
12642,244164
12643,257965
12644,22808
12645,128662
12646,127650
12647,248830
12648,251153
12649,20445
12650,208023
12651,336403
12652,11241
12653,17132
12654,11110
12655,279928
12656,80484
12657,130556
12658,18472
12659,5200
12660,79413
12661,16455
12662,3472
12663,8723
12664,279931
12665,361850
12666,343833
12667,162141
12668,141249
12669,7579
12670,49391
12671,200282
12672,209850
12673,265585
12674,42727
12675,21286
12676,255640
12677,3998
12678,263175
12679,1920
12680,226081
12681,33595
12682,7625
12683,368305
12684,7991
12685,14082
12686,3471
12687,157135
12688,296498
12689,32143
12690,356954
12691,43096
12692,6503
12693,25190
12694,204621
12695,333348
12696,301015
12697,271288
12698,66643
12699,6862
12700,175634
12701,257313
12702,40803
12703,256443
12704,234512
12705,6017
12706,286534
12707,2922
12708,275715
12709,112995
12710,5186
12711,3936
12712,223322
12713,249773
12714,246310
12715,227162
12716,235254
12717,1408
12718,240175
12719,316289
12720,18330
12721,246571
12722,143701
12723,208093
12724,339619
12725,2171
12726,295587
12727,11500
12728,176916
12729,324158
12730,160560
12731,304679
12732,3932
12733,154931
12734,134834
12735,26132
12736,215469
12737,40843
12738,193436
12739,301480
12740,9339
12741,157529
12742,20952
12743,51197
12744,213631
12745,348602
12746,238531
12747,297318
12748,101930
12749,26114
12750,298618
12751,253766
12752,182194
12753,312594
12754,286021
12755,244305
12756,224416
12757,2666
12758,767
12759,209190
12760,1869
12761,71569
12762,133524
12763,223590
12764,75529
12765,200999
12766,18205
12767,326269
12768,16169
12769,1244
12770,181906
12771,38881
12772,303552
12773,267986
12774,24923
12775,18246
12776,4327
12777,273352
12778,644
12779,203104
12780,184688
12781,137637
12782,262554
12783,260143
12784,12936
12785,193699
12786,217431
12787,236884
12788,2189
12789,8056
12790,149129
12791,192203
12792,2049
12793,3691
12794,260635
12795,362020
12796,249817
12797,340816
12798,369548
12799,40446
12800,430
12801,186
12802,281526
12803,169246
12804,49050
12805,17054
12806,27970
12807,243297
12808,169720
12809,63823
12810,143843
12811,181795
12812,21015
12813,362692
12814,369410
12815,14685
12816,204461
12817,160517
12818,359861
12819,283790
12820,177977
12821,273769
12822,255697
12823,38355
12824,157487
12825,359175
12826,348849
12827,245483
12828,369558
12829,171779
12830,143048
12831,218769
12832,8402
12833,173755
12834,41604
12835,381
12836,241731
12837,164369
12838,1586
12839,235899
12840,2824
12841,228373
12842,155023
12843,14814
12844,365121
12845,242630
12846,248226
12847,331398
12848,5172
12849,6978
12850,17996
12851,106523
12852,2230
12853,3561
12854,249039
12855,489
12856,287189
12857,25253
12858,260733
12859,202723
12860,164686
12861,8577
12862,43856
12863,308385
12864,9473
12865,248385
12866,38975
12867,1593
12868,9916
12869,2988
12870,140973
12871,1781
12872,298539
12873,295081
12874,11113
12875,190115
12876,343028
12877,136813
12878,26539
12879,256626
12880,31971
12881,2734
12882,235470
12883,64570
12884,13881
12885,173003
12886,147372
12887,228603
12888,338075
12889,305838
12890,210465
12891,5107
12892,153103
12893,209344
12894,38836
12895,321307
12896,13269
12897,4494
12898,318322
12899,55031
12900,358019
12901,21935
12902,26945
12903,9093
12904,244922
12905,182681
12906,42498
12907,4252
12908,22673
12909,97469
12910,231036
12911,238329
12912,168429
12913,8322
12914,9908
